Bedroom_AbvGr,BsmtFin_SF_1,BsmtFin_SF_2,BsmtFin_Type_1,BsmtFin_Type_2,Bsmt_Cond,Bsmt_Exposure,Bsmt_Qual,Bsmt_Unf_SF,Electrical,Enclosed_Porch,Exter_Cond,Exter_Qual,Fireplace_Qu,Fireplaces,First_Flr_SF,Garage_Cars,Garage_Finish,Garage_Qual,Gr_Liv_Area,Kitchen_Qual,Lot_Area,Lot_Frontage,Low_Qual_Fin_SF,Mas_Vnr_Area,Open_Porch_SF,Overall_Cond,Overall_Qual,Paved_Drive,Sale_Price,Screen_Porch,Second_Flr_SF,Three_season_porch,TotRms_AbvGrd,Total_Bsmt_SF,Utilities,Wood_Deck_SF,id,Has_Pool,Total_Bath,Has_Alley,Has_Basement,Has_Fence,Is_Remodeled,House_Age,Total_SF,close_to_park,close_to_street,close_to_railroad,Regular_Lot_Shape,Irregular_Lot_Shape,Residential_Zoning,Commercial_Zoning,Industrial_Zoning,Agricultural_Zoning,Bldg_Type_OneFam,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,Bldg_Type_TwoFmCon,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,House_Style_One_and_Half_Fin,House_Style_One_and_Half_Unf,House_Style_SFoyer,House_Style_SLvl,House_Style_Two_Story,House_Style_Two_and_Half_Fin,House_Style_Two_and_Half_Unf,Land_Contour_HLS,Land_Contour_Low,Land_Contour_Lvl,Neighborhood_Blueste,Neighborhood_Briardale,Neighborhood_Brookside,Neighborhood_Clear_Creek,Neighborhood_College_Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Green_Hills,Neighborhood_Greens,Neighborhood_Iowa_DOT_and_Rail_Road,Neighborhood_Landmark,Neighborhood_Meadow_Village,Neighborhood_Mitchell,Neighborhood_North_Ames,Neighborhood_Northpark_Villa,Neighborhood_Northridge,Neighborhood_Northridge_Heights,Neighborhood_Northwest_Ames,Neighborhood_Old_Town,Neighborhood_Sawyer,Neighborhood_Sawyer_West,Neighborhood_Somerset,Neighborhood_South_and_West_of_Iowa_State_University,Neighborhood_Stone_Brook,Neighborhood_Timberland,Neighborhood_Veenker,Roof_Style_Gable,Roof_Style_Gambrel,Roof_Style_Hip,Roof_Style_Mansard,Roof_Style_Shed,Sale_Condition_AdjLand,Sale_Condition_Alloca,Sale_Condition_Family,Sale_Condition_Normal,Sale_Condition_Partial,Street_Pave
3,1,0,5,1,3,1,4,98,5,0,2,2,3,1,945,2,3,3,1608,2,10179,88,0,0,30,10,6,2,189500,0,663,0,7,945,3,252,345,0,2.5,0.0,1.0,0.0,0.0,12,2934,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,1,174,5,3,3,1,3,161,5,0,2,2,0,0,816,1,1,3,1224,2,8064,60,0,0,0,8,6,2,132000,0,408,0,5,816,3,414,162,0,2.0,0.0,1.0,1.0,1.0,62,2790,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,7,0,1,1,3,1,3,931,5,0,2,3,3,1,1027,0,0,0,1027,3,5400,60,0,0,28,6,7,0,120000,0,0,0,5,931,3,0,1296,0,1.5,0.0,1.0,0.0,1.0,88,2924,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,3,40,6,2,4,1,4,92,5,0,2,2,3,1,1137,2,1,3,1137,3,13811,54,0,72,0,6,6,2,176000,0,0,0,5,1112,3,125,2896,0,3.0,0.0,1.0,0.0,0.0,19,2509,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,2,4,84,5,0,2,2,3,1,790,2,3,3,1574,2,18800,0,0,120,111,10,6,2,190000,0,784,0,6,796,3,306,2346,0,3.5,0.0,1.0,0.0,0.0,30,2874,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,789,5,0,2,3,4,1,813,2,3,3,1515,3,9024,80,0,0,75,10,6,2,179000,0,702,0,8,789,3,0,1086,0,2.5,0.0,1.0,0.0,0.0,4,3175,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,5,0,0,0,0,0,0,0,3,0,2,2,0,0,1040,2,1,3,1040,2,8544,60,0,0,0,4,3,2,93500,0,0,0,6,0,3,0,2627,0,2.0,0.0,0.0,0.0,0.0,56,1045,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,5,0,0,0,0,0,0,0,4,140,2,1,0,0,998,2,1,2,998,2,9000,0,0,0,0,7,4,2,89500,0,0,0,5,0,3,0,2071,0,1.0,0.0,0.0,0.0,1.0,62,1003,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,896,4,0,2,2,0,0,896,1,1,2,1344,2,6240,0,0,0,114,4,10,2,115000,0,448,0,7,896,3,200,2677,0,1.0,0.0,1.0,0.0,1.0,70,3457,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5,7,0,1,1,3,1,3,816,5,296,3,2,0,0,816,2,1,3,1566,3,6000,50,0,145,0,7,10,2,139000,0,750,0,7,816,3,24,2653,0,1.5,0.0,1.0,1.0,1.0,82,3229,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,1,0,5,1,3,3,3,618,5,0,2,2,4,1,1254,2,2,3,1254,2,9600,100,0,291,0,10,6,2,158500,168,0,0,6,1218,3,0,1913,0,2.0,0.0,1.0,0.0,0.0,46,3091,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3,3,0,6,1,3,3,5,479,5,0,2,3,4,2,1838,2,2,3,1838,3,11422,77,0,352,222,10,8,2,272500,0,0,0,7,1838,3,154,825,0,3.0,0.0,1.0,0.0,1.0,2,4534,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3,3,0,6,1,3,1,3,324,5,0,2,2,4,1,926,2,3,3,1604,3,9978,78,0,20,36,6,6,2,195500,0,678,0,7,926,3,360,6,0,2.5,0.0,1.0,0.0,0.0,12,3253,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,3,4,871,5,0,2,3,0,0,1431,2,3,3,1431,3,9017,68,0,0,35,10,7,2,192000,0,0,0,6,1431,3,0,845,0,3.0,0.0,1.0,0.0,0.0,10,3771,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,2,0,4,1,3,1,4,785,5,0,2,2,4,2,1394,2,2,3,1394,2,9500,0,0,247,76,10,6,2,159000,185,0,0,6,1394,3,0,625,0,2.5,0.0,1.0,0.0,0.0,46,3651,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5,3,0,6,1,3,1,3,301,5,0,2,2,3,2,1687,2,3,3,3082,2,15863,102,397,0,63,3,7,2,197000,0,998,0,12,824,3,136,910,0,3.5,0.0,1.0,0.0,1.0,89,4409,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,1504,5,0,2,3,0,0,1504,2,3,3,1504,3,10936,85,0,60,0,10,8,2,199000,0,0,0,7,1504,3,144,2460,0,2.0,0.0,1.0,0.0,0.0,0,4663,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4,7,0,1,1,3,1,4,1680,5,0,2,2,0,0,1680,2,1,3,1680,3,17871,0,0,0,0,10,4,2,170000,0,0,0,7,1680,3,152,2227,0,2.0,0.0,1.0,0.0,1.0,12,5199,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,7,0,1,1,3,1,4,689,5,0,2,3,0,0,703,2,1,3,1392,3,3604,34,0,0,102,10,7,2,146000,0,689,0,5,689,3,0,1165,0,2.0,1.0,1.0,0.0,0.0,1,2879,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,7,0,1,1,3,1,5,1869,5,0,2,4,4,1,1869,2,2,3,1869,4,7820,68,0,362,54,10,9,2,318061,0,0,0,6,1869,3,210,1725,0,2.0,0.0,1.0,0.0,0.0,0,5878,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5,2,0,4,1,3,3,3,388,5,280,2,2,0,0,864,1,3,3,1479,2,10544,68,0,0,0,10,10,2,161000,0,615,0,8,864,3,287,339,0,2.0,0.0,1.0,0.0,0.0,41,3020,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,7,0,1,1,3,1,3,698,5,0,2,3,0,0,786,2,1,3,1176,2,6000,50,0,0,0,9,6,0,134900,0,390,0,4,698,3,210,735,0,1.0,0.0,1.0,0.0,1.0,72,2789,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,2,60,4,3,2,1,3,108,5,156,2,1,1,1,1040,2,2,3,1040,2,11500,77,0,0,0,4,6,2,163000,0,0,0,6,1040,3,0,669,0,2.0,0.0,1.0,1.0,0.0,42,2250,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,1,48,5,3,3,1,4,273,5,0,2,2,1,1,1211,2,3,3,1211,3,13068,90,0,621,0,10,6,2,161000,0,0,174,6,1211,3,0,1024,0,3.0,0.0,1.0,1.0,0.0,32,2744,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3,1,0,5,1,3,1,3,411,5,0,3,2,0,0,999,1,1,3,999,3,7758,0,0,0,132,7,10,2,132500,0,0,0,6,999,3,0,1822,0,2.0,0.0,1.0,0.0,1.0,45,2542,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,840,5,0,2,3,4,1,840,2,3,3,1720,3,8010,0,0,0,48,10,7,2,188000,0,880,0,7,840,3,138,1090,0,2.5,0.0,1.0,0.0,1.0,6,3593,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,1131,5,0,2,2,0,0,1131,0,0,0,1131,3,13072,63,0,0,39,10,6,2,132000,0,0,0,6,1131,3,0,2473,0,1.5,0.0,1.0,0.0,1.0,1,3439,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2,3,0,6,1,3,3,4,552,5,0,2,3,3,2,1501,2,3,3,1501,3,4054,46,0,352,0,6,7,2,244000,0,0,0,5,1501,3,240,2256,0,3.0,0.0,1.0,0.0,0.0,20,3797,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,1,5,486,5,0,2,3,4,1,1704,3,2,3,1704,3,11478,98,0,200,50,10,8,2,306000,0,0,0,7,1704,3,0,38,0,3.0,0.0,1.0,0.0,1.0,3,3947,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,3,884,3,0,2,2,0,0,932,1,1,3,1374,2,9260,0,0,0,0,4,10,2,110000,100,442,0,6,884,3,64,1535,0,1.0,1.0,1.0,0.0,1.0,70,3213,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,3,778,5,0,2,2,4,1,944,1,1,3,1489,2,9900,60,0,0,0,7,6,2,139500,0,545,0,7,778,3,335,909,0,2.0,0.0,1.0,1.0,1.0,69,3387,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,3,876,5,0,2,2,0,0,904,1,1,3,904,2,7162,0,0,41,0,7,10,2,109900,0,0,0,6,876,3,0,1380,0,1.0,0.0,1.0,1.0,0.0,42,2663,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,1,0,5,1,3,1,3,748,5,158,3,2,0,0,1080,2,1,3,1080,2,9187,71,0,0,0,10,6,2,134000,0,0,0,5,1084,3,120,2250,0,1.5,0.0,1.0,0.0,0.0,24,3033,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,2,154,4,3,3,1,3,125,5,0,2,2,3,2,1377,1,1,3,1377,2,8000,80,0,0,0,10,10,2,156500,0,0,0,6,1377,3,0,1967,0,2.0,0.0,1.0,1.0,0.0,47,3035,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2,1,0,5,1,3,2,3,126,5,0,2,2,4,1,816,1,1,2,816,2,8877,67,0,0,0,6,4,2,100000,0,0,0,3,816,3,0,887,0,2.0,0.0,1.0,0.0,1.0,71,1759,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,3,0,6,1,3,3,4,515,5,0,2,3,0,0,1220,2,2,3,1220,3,7406,64,0,84,54,10,7,2,194000,0,0,0,6,1199,3,105,2753,0,3.0,0.0,1.0,0.0,0.0,0,3096,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3,3,0,6,1,3,1,4,288,5,0,2,3,0,0,832,2,3,3,1935,2,8004,75,0,110,150,10,8,2,263435,0,1103,0,8,832,3,0,385,0,3.5,0.0,1.0,0.0,0.0,0,3208,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3,3,0,6,1,3,1,4,1290,5,0,2,3,4,1,1314,2,2,3,1314,3,9317,78,0,0,22,10,6,2,176432,0,0,0,6,1314,3,0,2113,0,2.0,0.0,1.0,0.0,0.0,1,3943,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,4,712,2,6,3,4,4,0,5,0,2,1,0,0,816,2,1,3,816,2,8472,110,0,0,0,10,10,2,110000,0,0,0,5,816,3,106,206,0,2.0,0.0,1.0,0.0,0.0,47,2454,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3,3,0,6,1,3,3,4,434,5,0,2,3,0,0,1734,2,3,3,1734,3,11645,78,0,0,24,10,7,2,260000,0,0,0,7,1734,3,160,2759,0,3.0,0.0,1.0,0.0,0.0,1,4089,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,5,1482,5,0,2,3,4,1,1482,3,3,3,2574,4,9588,69,0,270,148,10,8,2,276000,0,1092,0,10,1482,3,0,2104,0,2.5,0.0,1.0,0.0,0.0,0,5693,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4,3,0,6,1,3,2,5,404,5,0,2,3,3,1,1515,3,3,3,2649,3,16900,130,0,1110,60,10,8,2,421250,0,1134,0,10,1479,3,0,1068,0,3.5,0.0,1.0,0.0,1.0,7,4595,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,1,0,5,1,3,1,4,498,5,0,2,2,3,1,804,2,2,3,1548,2,2308,24,0,0,0,10,6,2,146000,0,744,0,7,804,3,108,410,0,2.5,0.0,1.0,0.0,0.0,33,2959,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,7,0,1,1,3,1,3,768,5,84,3,3,0,0,768,2,1,3,768,2,6291,0,0,0,0,6,6,0,93850,0,0,0,4,768,3,0,1360,0,1.0,0.0,1.0,0.0,1.0,78,2311,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3,1,0,5,1,3,4,3,586,5,0,3,2,4,1,1265,2,2,3,1265,3,9350,85,0,0,92,8,10,2,179900,0,0,96,6,1219,3,0,1213,0,2.5,0.0,1.0,1.0,1.0,43,3163,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,7,0,1,1,2,1,3,796,5,100,2,2,0,0,796,0,0,0,796,2,3636,40,0,0,0,4,4,0,55000,0,0,0,5,796,3,0,1547,0,1.0,0.0,1.0,1.0,1.0,86,2395,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,1,0,5,1,3,3,3,503,5,0,2,2,4,1,1146,1,1,3,1146,2,10184,83,0,379,75,10,6,2,165000,0,0,0,6,1083,3,345,2609,0,1.5,0.0,1.0,0.0,0.0,43,3153,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4,6,287,3,4,3,1,3,0,5,0,2,2,0,0,780,2,3,3,1620,2,10793,80,0,263,0,10,10,2,152000,0,840,0,7,780,3,208,1656,0,2.5,0.0,1.0,1.0,0.0,38,2901,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2,1,0,5,1,3,2,3,100,5,0,2,2,0,0,952,2,1,3,952,2,7350,60,0,0,0,7,10,2,139000,0,0,0,4,952,3,0,1250,0,2.0,0.0,1.0,0.0,0.0,57,2005,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,6,0,3,1,3,1,3,849,5,0,2,2,4,1,1144,1,1,3,1738,2,7010,0,0,0,30,10,10,1,153000,0,594,0,6,1024,3,0,1331,0,2.0,0.0,1.0,0.0,1.0,73,3647,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,6,0,3,1,3,2,4,367,5,0,2,1,1,1,1092,1,1,3,1656,2,6000,75,0,0,180,10,10,2,126000,100,564,0,7,624,3,0,1551,0,1.5,0.0,1.0,1.0,0.0,41,2833,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,893,5,0,2,3,4,1,901,3,3,3,1801,3,10463,72,0,0,116,10,8,2,239900,0,900,0,8,893,3,0,2320,0,2.5,0.0,1.0,0.0,0.0,1,3710,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,2,622,5,0,2,2,0,0,741,2,1,3,1363,2,7740,60,0,0,0,7,4,2,125500,168,622,0,6,622,3,0,189,0,1.0,0.0,1.0,0.0,1.0,100,2614,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
