Bedroom_AbvGr,Bldg_Type,BsmtFin_SF_1,BsmtFin_SF_2,BsmtFin_Type_1,BsmtFin_Type_2,Bsmt_Cond,Bsmt_Exposure,Bsmt_Qual,Bsmt_Unf_SF,Electrical,Enclosed_Porch,Exter_Cond,Exter_Qual,Fireplace_Qu,Fireplaces,First_Flr_SF,Foundation,Garage_Area,Garage_Cars,Garage_Finish,Garage_Qual,Gr_Liv_Area,House_Style,Kitchen_Qual,Land_Contour,Lot_Area,Lot_Frontage,Low_Qual_Fin_SF,Mas_Vnr_Area,Neighborhood,Open_Porch_SF,Overall_Cond,Overall_Qual,Paved_Drive,Pool_Area,Roof_Style,Sale_Condition,Sale_Price,Screen_Porch,Second_Flr_SF,Street,Three_season_porch,TotRms_AbvGrd,Total_Bsmt_SF,Utilities,Wood_Deck_SF,id,Has_Pool,Total_Bath,Has_garage,Has_Alley,Has_Basement,Has_Fireplace,Has_Fence,Is_Remodeled,House_Age,Total_SF,close_to_park,close_to_street,close_to_railroad,Regular_Lot_Shape,Irregular_Lot_Shape,Residential_Zoning,Commercial_Zoning,Industrial_Zoning,Agricultural_Zoning
2,OneFam,6,606,Rec,ALQ,Good,Mn,Typical,0,SBrkr,112,Good,Typical,No_Fireplace,0,838,BrkTil,275,1,Fin,Typical,838,One_Story,Fair,Lvl,10267,55,0,0,Brookside,0,Good,Above_Average,Dirt_Gravel,0,Gable,Normal,130000,0,0,Pave,0,5,816,AllPub,0,1356,0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,90,2266,0,0,1,1,0,1,0,0,0
3,OneFam,4,0,LwQ,Unf,Typical,No,Typical,525,SBrkr,0,Typical,Typical,No_Fireplace,0,1339,CBlock,294,1,Unf,Typical,1339,One_Story,Typical,Lvl,7560,70,0,0,North_Ames,0,Above_Average,Average,Paved,0,Hip,Abnorml,139000,0,0,Pave,0,6,1029,AllPub,0,682,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,51,2897,0,0,0,1,0,1,0,0,0
4,OneFam,3,184,GLQ,LwQ,Typical,No,Typical,140,SBrkr,552,Good,Good,Excellent,1,1360,PConc,795,2,Unf,Typical,3112,Two_Story,Good,Lvl,25419,174,392,0,North_Ames,16,Below_Average,Very_Good,Paved,512,Gable,Abnorml,235000,0,1360,Pave,0,8,1360,AllPub,0,2571,1,3.5,1.0,0.0,1.0,1.0,1.0,1.0,88,4815,0,1,0,1,0,1,0,0,0
3,OneFam,6,0,Rec,Unf,Typical,No,Typical,0,SBrkr,286,Typical,Typical,No_Fireplace,0,774,BrkTil,0,0,No_Garage,No_Garage,774,One_Story,Good,Bnk,4270,70,0,0,Edwards,0,Above_Average,Fair,Paved,0,Gable,Normal,79000,0,0,Pave,0,6,544,AllPub,0,2188,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,76,1324,0,0,0,1,0,1,0,0,0
2,OneFam,6,0,Rec,Unf,Typical,No,Typical,546,SBrkr,0,Typical,Typical,No_Fireplace,0,1050,CBlock,338,1,Unf,Typical,1050,One_Story,Typical,Lvl,9600,80,0,0,North_Ames,0,Above_Average,Average,Paved,0,Hip,Normal,128900,0,0,Pave,0,5,1050,AllPub,0,620,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,53,2652,0,0,0,1,0,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Typical,605,SBrkr,36,Good,Typical,Good,2,1004,CBlock,420,2,Unf,Typical,1664,One_and_Half_Fin,Typical,Lvl,5000,50,0,0,Brookside,24,Good,Above_Average,Paved,0,Gable,Normal,159000,0,660,Pave,0,7,1004,AllPub,0,2674,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,59,3298,0,1,0,1,0,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,No,Good,390,SBrkr,0,Typical,Good,No_Fireplace,0,1390,PConc,545,2,RFn,Typical,1390,One_Story,Good,Lvl,8810,70,0,0,College_Creek,68,Average,Good,Paved,0,Gable,Normal,207000,0,0,Pave,0,7,1390,AllPub,0,2806,0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3,3241,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Typical,747,SBrkr,96,Good,Typical,No_Fireplace,0,747,PConc,288,1,Unf,Fair,1159,One_and_Half_Fin,Typical,Lvl,7506,45,0,0,Old_Town,0,Very_Good,Average,Dirt_Gravel,0,Gable,Normal,114000,0,412,Pave,0,5,747,AllPub,84,1256,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,83,2744,0,0,0,1,0,1,0,0,0
3,OneFam,6,0,Rec,Unf,Typical,No,Typical,210,SBrkr,0,Typical,Typical,No_Fireplace,0,1056,CBlock,308,1,RFn,Typical,1056,One_Story,Typical,Lvl,8176,70,0,0,North_Ames,0,Above_Average,Average,Paved,0,Gable,Normal,139000,0,0,Pave,0,6,1056,AllPub,0,1920,0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,49,2328,0,0,0,1,0,1,0,0,0
2,TwnhsE,7,0,Unf,Unf,Typical,No,Good,625,SBrkr,0,Typical,Good,No_Fireplace,0,625,PConc,528,2,RFn,Typical,1250,Two_Story,Good,Lvl,4251,35,0,0,Somerset,54,Average,Good,Paved,0,Gable,Partial,164700,0,625,Pave,0,5,625,AllPub,0,1842,0,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1,2561,0,0,0,0,1,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Typical,972,SBrkr,176,Typical,Fair,No_Fireplace,0,1044,BrkTil,207,1,Unf,Fair,1480,One_and_Half_Fin,Typical,Lvl,5400,60,436,0,Old_Town,0,Above_Average,Above_Average,Paved,0,Gable,Family,119000,0,0,Pave,0,6,972,AllPub,0,725,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,89,3431,0,0,0,1,0,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Typical,234,SBrkr,0,Fair,Typical,No_Fireplace,0,992,CBlock,294,1,RFn,Typical,992,One_Story,Good,Lvl,10265,68,0,0,Sawyer,0,Good,Average,Paved,0,Gable,Normal,145000,0,0,Pave,0,6,992,AllPub,204,1381,0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,41,2423,0,0,0,0,1,1,0,0,0
3,TwoFmCon,2,0,BLQ,Unf,Typical,Mn,Fair,538,SBrkr,0,Typical,Typical,No_Fireplace,0,1014,CBlock,420,2,Unf,Fair,1699,Two_Story,Typical,Bnk,10615,107,0,0,Old_Town,74,Average,Fair,Paved,0,Gable,Abnorml,95000,0,685,Pave,0,7,978,AllPub,0,651,0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,109,3291,0,1,0,0,1,1,0,0,0
2,OneFam,2,0,BLQ,Unf,Typical,Mn,Typical,460,SBrkr,0,Good,Typical,No_Fireplace,0,958,CBlock,301,1,RFn,Typical,958,One_Story,Typical,Lvl,12772,0,0,0,North_Ames,0,Very_Good,Above_Average,Paved,0,Hip,Normal,151500,0,0,Pave,0,5,958,AllPub,0,1882,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,47,2378,0,0,0,0,1,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,Gd,Excellent,1652,SBrkr,0,Typical,Good,Good,1,1776,PConc,712,3,Fin,Typical,1776,One_Story,Good,HLS,15306,93,0,100,Timberland,0,Average,Very_Good,Paved,0,Gable,Partial,283463,0,0,Pave,0,7,1732,AllPub,0,2275,0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1,5163,0,0,0,0,1,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,No,Good,355,SBrkr,0,Typical,Good,No_Fireplace,0,827,PConc,627,2,RFn,Typical,1677,Two_Story,Good,Lvl,8450,65,0,0,Sawyer_West,68,Average,Above_Average,Paved,0,Gable,Normal,190500,0,850,Pave,0,7,827,AllPub,0,1144,0,3.5,1.0,0.0,1.0,0.0,0.0,0.0,7,2930,0,0,0,1,0,1,0,0,0
2,TwnhsE,3,0,GLQ,Unf,Typical,Gd,Good,88,SBrkr,0,Typical,Typical,No_Fireplace,0,1072,PConc,525,2,RFn,Typical,1072,SLvl,Typical,Lvl,3675,35,0,80,Edwards,28,Average,Above_Average,Paved,0,Gable,Normal,148000,0,0,Pave,0,5,547,AllPub,0,1500,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1738,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,Av,Good,835,SBrkr,0,Typical,Good,No_Fireplace,0,835,PConc,478,2,RFn,Typical,1663,Two_Story,Good,Lvl,12774,67,0,95,Sawyer_West,68,Average,Good,Paved,0,Gable,Normal,192500,0,828,Pave,0,8,835,AllPub,168,1134,0,2.5,1.0,0.0,1.0,0.0,0.0,1.0,5,3576,0,0,0,1,0,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Fair,392,SBrkr,41,Good,Good,Good,1,798,PConc,180,1,Unf,Typical,1512,Two_Story,Good,Lvl,7609,54,0,0,Crawford,16,Excellent,Very_Good,Partial_Pavement,0,Gable,Normal,231000,0,714,Pave,0,7,798,AllPub,85,1529,0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,83,2804,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Typical,616,SBrkr,0,Typical,Typical,No_Fireplace,0,1055,BrkTil,275,1,Unf,Typical,1273,One_and_Half_Fin,Good,Low,11388,76,0,0,Edwards,0,Good,Below_Average,Dirt_Gravel,0,Gable,Normal,121000,0,218,Pave,0,5,616,AllPub,212,2845,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,96,2724,0,0,0,1,0,1,0,0,0
3,Twnhs,6,0,Rec,Unf,Typical,No,Typical,225,SBrkr,0,Typical,Typical,No_Fireplace,0,525,CBlock,320,1,Unf,Typical,1092,Two_Story,Typical,Lvl,1680,21,0,492,Briardale,0,Average,Average,Paved,0,Gable,Normal,105500,0,567,Pave,0,6,525,AllPub,0,31,0,1.5,1.0,0.0,1.0,0.0,0.0,0.0,39,1848,0,0,0,1,0,1,0,0,0
4,OneFam,3,0,GLQ,Unf,Typical,No,Good,638,SBrkr,0,Typical,Good,Typical,1,1214,PConc,721,3,RFn,Typical,2520,Two_Story,Good,Lvl,9950,82,0,290,Northridge,114,Average,Good,Paved,0,Gable,Abnorml,290000,0,1306,Pave,0,9,1203,AllPub,224,1771,0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,12,4702,0,0,0,0,1,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,Av,Good,125,SBrkr,0,Typical,Good,No_Fireplace,0,1525,PConc,541,2,RFn,Typical,1525,One_Story,Good,Lvl,9100,70,0,244,College_Creek,36,Average,Good,Paved,0,Gable,Normal,235000,0,0,Pave,0,6,1525,AllPub,219,2774,0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,6,3433,0,0,0,1,0,1,0,0,0
2,TwnhsE,3,0,GLQ,Unf,Typical,Gd,Good,0,SBrkr,0,Typical,Typical,No_Fireplace,0,1072,Wood,525,2,Fin,Typical,1072,SFoyer,Typical,Lvl,3675,35,0,80,Edwards,28,Average,Above_Average,Paved,0,Gable,Normal,145500,0,0,Pave,0,5,547,AllPub,0,893,0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4,1650,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,Av,Good,1638,SBrkr,0,Typical,Good,Good,1,1646,PConc,870,3,RFn,Typical,1646,One_Story,Good,HLS,10656,67,0,274,Timberland,80,Average,Very_Good,Paved,0,Gable,Partial,248900,0,0,Pave,0,6,1638,AllPub,192,2264,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1,5201,0,0,0,0,1,1,0,0,0
3,OneFam,6,620,Rec,LwQ,Typical,No,Typical,224,SBrkr,0,Typical,Typical,No_Fireplace,0,874,CBlock,576,2,Unf,Typical,874,One_Story,Typical,Lvl,7200,60,0,0,North_Ames,0,Below_Average,Below_Average,Paved,0,Gable,Normal,97500,0,0,Pave,0,5,864,AllPub,63,2363,0,1.5,1.0,0.0,1.0,0.0,0.0,0.0,35,2651,0,0,0,1,0,1,0,0,0
2,OneFam,7,0,Unf,Unf,Typical,No,Typical,869,SBrkr,0,Typical,Typical,No_Fireplace,0,1093,CBlock,308,1,Unf,Typical,1093,One_Story,Typical,Lvl,8516,52,0,0,Old_Town,0,Above_Average,Below_Average,Paved,0,Gable,Normal,115500,0,0,Pave,0,5,869,AllPub,0,1327,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,50,2838,0,0,0,1,0,1,0,0,0
3,OneFam,1,1085,ALQ,Rec,Typical,Mn,Typical,372,SBrkr,0,Typical,Typical,Good,1,1779,CBlock,454,2,Unf,Typical,1779,One_Story,Typical,Lvl,17920,102,0,0,Sawyer,418,Below_Average,Average,Paved,0,Hip,Abnorml,170000,312,0,Pave,0,6,1763,AllPub,0,2722,0,2.5,1.0,0.0,1.0,1.0,0.0,1.0,51,5418,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Typical,912,SBrkr,0,Typical,Typical,Good,1,912,CBlock,330,1,Unf,Typical,1458,One_and_Half_Fin,Typical,Lvl,17503,78,0,0,North_Ames,0,Average,Above_Average,Paved,0,Gable,Abnorml,97500,0,546,Pave,0,6,912,AllPub,192,158,0,1.5,1.0,0.0,1.0,1.0,0.0,1.0,62,3481,0,1,0,1,0,1,0,0,0
1,OneFam,2,1080,BLQ,ALQ,Typical,Gd,Good,93,SBrkr,0,Typical,Typical,Good,1,1252,CBlock,564,2,RFn,Typical,1252,One_Story,Typical,Lvl,13500,0,0,0,Clear_Creek,0,Good,Above_Average,Paved,0,Flat,Normal,235000,0,0,Pave,0,4,1602,AllPub,409,1393,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,48,4438,0,0,0,1,0,1,0,0,0
3,OneFam,4,0,LwQ,Unf,Typical,No,Typical,808,SBrkr,242,Typical,Typical,Good,1,1026,BrkTil,308,1,Unf,Typical,1691,One_and_Half_Fin,Good,Lvl,5000,50,0,0,South_and_West_of_Iowa_State_University,0,Above_Average,Average,Paved,0,Gable,Normal,127000,0,665,Pave,0,6,1026,AllPub,0,289,0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,86,3529,0,0,0,1,0,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,Gd,Good,849,SBrkr,0,Typical,Typical,Typical,1,1625,CBlock,576,2,Fin,Typical,1625,One_Story,Fair,Lvl,23580,69,0,0,Mitchell,28,Above_Average,Above_Average,Paved,0,Gable,Normal,242500,0,0,Pave,0,6,1625,AllPub,136,2886,0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,27,4266,0,0,0,0,1,1,0,0,0
2,TwnhsE,3,0,GLQ,Unf,Typical,No,Good,475,SBrkr,0,Typical,Good,Typical,1,1337,PConc,522,2,Fin,Typical,1337,One_Story,Good,Lvl,10943,26,0,0,North_Ames,68,Average,Above_Average,Paved,0,Gable,Normal,177000,0,0,Pave,0,5,1405,AllPub,0,1675,0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,10,3288,0,0,0,0,1,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Typical,235,SBrkr,0,Good,Typical,No_Fireplace,0,990,PConc,440,1,RFn,Typical,990,One_Story,Typical,Low,9757,65,0,0,College_Creek,0,Good,Average,Paved,0,Gable,Normal,143000,92,0,Pave,0,5,990,AllPub,66,837,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,15,2282,0,0,0,1,0,1,0,0,0
2,OneFam,7,0,Unf,Unf,Fair,No,Fair,920,SBrkr,0,Good,Typical,Good,1,954,PConc,240,1,Unf,Fair,954,One_Story,Fair,Bnk,6305,50,0,0,Crawford,0,Good,Average,Paved,0,Gable,Normal,119750,0,0,Pave,0,5,920,AllPub,0,2209,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,69,2801,0,0,0,1,0,1,0,0,0
2,OneFam,3,0,GLQ,Unf,Typical,Gd,Good,590,SBrkr,0,Typical,Good,Excellent,1,2122,PConc,938,3,Fin,Typical,2122,One_Story,Good,Lvl,14333,110,0,0,Northridge_Heights,142,Average,Very_Good,Paved,0,Gable,Partial,345474,0,0,Pave,0,7,2108,AllPub,130,1690,0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0,5095,0,0,0,1,0,1,0,0,0
2,TwnhsE,3,0,GLQ,Unf,Typical,No,Good,461,SBrkr,0,Typical,Good,Good,1,1324,PConc,550,2,Fin,Typical,1324,One_Story,Good,Lvl,6240,48,0,176,Northridge_Heights,38,Average,Very_Good,Paved,0,Hip,Normal,254000,0,0,Pave,0,6,1324,AllPub,192,462,0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3,3342,0,0,0,1,0,1,0,0,0
3,OneFam,6,0,Rec,Unf,Typical,No,Typical,336,FuseA,70,Typical,Typical,Good,1,672,BrkTil,456,2,Unf,Typical,1344,Two_Story,Good,Lvl,5700,0,0,0,Old_Town,0,Above_Average,Good,Paved,0,Gable,Normal,140000,0,672,Pave,0,6,672,AllPub,0,2027,0,2.5,1.0,0.0,1.0,1.0,1.0,1.0,78,2358,0,1,0,0,1,1,0,0,0
2,OneFam,3,0,GLQ,Unf,Typical,Gd,Excellent,626,SBrkr,0,Typical,Good,Excellent,1,1976,PConc,908,3,RFn,Typical,1976,One_Story,Good,Lvl,14977,110,0,304,Northridge_Heights,63,Average,Very_Good,Paved,0,Gable,Partial,440000,0,0,Pave,0,7,1976,AllPub,250,1700,0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1,4894,0,0,0,0,1,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Good,569,SBrkr,0,Typical,Good,Typical,1,854,PConc,434,1,Unf,Typical,1694,Two_Story,Good,Lvl,8314,114,0,0,Somerset,382,Average,Good,Paved,0,Hip,Normal,200000,110,840,Pave,0,6,569,AllPub,0,2515,0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,9,3221,0,0,0,0,1,1,0,0,0
3,OneFam,4,0,LwQ,Unf,Fair,No,Typical,1018,SBrkr,0,Typical,Typical,Good,1,1216,CBlock,371,1,Unf,Typical,1728,One_and_Half_Fin,Typical,Lvl,12099,0,512,0,North_Ames,0,Above_Average,Average,Paved,0,Gable,Normal,156000,0,0,Pave,0,7,1216,AllPub,200,1945,0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,54,4166,0,0,0,0,1,1,0,0,0
2,OneFam,7,0,Unf,Unf,Typical,No,Typical,830,SBrkr,0,Typical,Typical,No_Fireplace,0,879,BrkTil,180,1,Unf,Typical,879,One_Story,Typical,Lvl,5220,50,0,0,South_and_West_of_Iowa_State_University,108,Fair,Average,Partial_Pavement,0,Gable,Normal,80000,0,0,Pave,0,4,830,AllPub,0,2704,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,70,2654,0,0,0,0,1,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,Av,Good,577,SBrkr,0,Typical,Typical,No_Fireplace,0,1217,PConc,497,2,Unf,Typical,1217,SLvl,Good,Lvl,9947,0,0,0,Mitchell,27,Average,Good,Paved,0,Gable,Normal,173000,0,0,Pave,0,6,1188,AllPub,168,954,0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,19,3180,0,0,0,0,1,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,Av,Good,848,SBrkr,0,Typical,Good,Good,1,848,PConc,433,2,Fin,Typical,1598,Two_Story,Good,Lvl,9171,59,0,0,Gilbert,48,Average,Good,Paved,0,Gable,Normal,201490,0,750,Pave,0,7,848,AllPub,100,2434,0,2.5,1.0,0.0,1.0,1.0,0.0,1.0,2,3449,0,0,0,0,1,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,Mn,Typical,410,SBrkr,0,Typical,Typical,Typical,2,1610,PConc,480,2,RFn,Typical,1610,One_Story,Good,Lvl,10603,0,0,28,Northwest_Ames,68,Good,Above_Average,Paved,0,Gable,Normal,205000,0,0,Pave,0,6,1610,AllPub,168,113,0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,33,3867,0,0,0,0,1,1,0,0,0
2,OneFam,2,0,BLQ,Unf,Typical,No,Typical,710,SBrkr,0,Typical,Typical,Fair,1,1236,CBlock,447,1,Unf,Typical,1236,One_Story,Good,Lvl,10011,72,0,64,North_Ames,0,Above_Average,Average,Paved,0,Gable,Normal,134450,0,0,Pave,0,6,1070,AllPub,0,2581,0,1.5,1.0,0.0,1.0,1.0,1.0,1.0,49,3018,0,0,0,0,1,1,0,0,0
3,TwnhsE,3,0,GLQ,Unf,Typical,No,Good,200,SBrkr,0,Typical,Typical,Typical,1,1060,PConc,572,2,Unf,Typical,1060,One_Story,Typical,Lvl,4224,44,0,0,Meadow_Village,110,Good,Average,Paved,0,Gable,Normal,129900,0,0,Pave,0,6,1040,AllPub,100,2284,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,31,2513,0,0,0,1,0,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,Gd,Excellent,622,SBrkr,0,Typical,Good,Excellent,3,1944,PConc,708,3,Fin,Typical,1944,One_Story,Excellent,Lvl,12378,90,0,0,Northridge_Heights,175,Average,Excellent,Paved,0,Gable,Normal,360000,0,0,Pave,0,8,1896,AllPub,208,2396,0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,3,4848,0,0,0,0,1,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Typical,240,SBrkr,0,Good,Typical,No_Fireplace,0,810,CBlock,472,2,Unf,Fair,1306,One_and_Half_Fin,Good,Lvl,15660,90,0,0,Old_Town,0,Very_Good,Average,Dirt_Gravel,0,Gable,Normal,130000,0,496,Pave,0,6,240,AllPub,0,697,0,1.5,1.0,0.0,1.0,0.0,1.0,1.0,99,1793,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Typical,756,SBrkr,265,Fair,Fair,No_Fireplace,0,952,CBlock,330,1,RFn,Typical,952,One_Story,Typical,Lvl,8712,66,0,0,Iowa_DOT_and_Rail_Road,0,Good,Below_Average,Dirt_Gravel,0,Hip,Alloca,50138,0,0,Grvl,0,5,756,AllPub,0,308,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,114,2471,0,0,0,1,0,0,1,0,0
2,OneFam,2,0,BLQ,Unf,Typical,No,Typical,624,SBrkr,80,Typical,Typical,No_Fireplace,0,624,PConc,336,1,Unf,Typical,1136,One_and_Half_Fin,Typical,Lvl,6240,52,0,0,Brookside,365,Good,Below_Average,Paved,0,Gable,Normal,123000,0,512,Pave,0,6,704,AllPub,0,1343,0,1.5,1.0,0.0,1.0,0.0,0.0,1.0,79,2831,0,0,0,1,0,1,0,0,0
3,OneFam,2,0,BLQ,Unf,Typical,No,Typical,396,SBrkr,0,Typical,Typical,No_Fireplace,0,864,CBlock,336,1,Unf,Typical,864,One_Story,Typical,Lvl,7000,70,0,0,North_Ames,0,Above_Average,Average,Paved,0,Gable,Normal,105000,0,0,Pave,0,5,864,AllPub,0,2634,0,1.5,1.0,0.0,1.0,0.0,1.0,0.0,44,2126,0,1,0,1,0,1,0,0,0
2,TwnhsE,3,0,GLQ,Unf,Typical,Gd,Good,322,SBrkr,0,Typical,Good,Typical,1,1589,PConc,630,3,Fin,Typical,1589,One_Story,Good,Lvl,3621,0,0,72,Bloomington_Heights,20,Average,Very_Good,Paved,0,Hip,Normal,226500,0,0,Pave,0,7,1406,AllPub,143,1744,0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,4,3483,0,0,0,1,0,1,0,0,0
2,Twnhs,7,0,Unf,Unf,Typical,No,Good,561,SBrkr,0,Typical,Typical,Typical,1,561,CBlock,462,2,Fin,Typical,1229,Two_Story,Typical,Lvl,1612,24,0,0,Blueste,0,Above_Average,Above_Average,Paved,0,Gable,Normal,121000,0,668,Pave,0,5,561,AllPub,154,935,0,1.5,1.0,0.0,1.0,1.0,1.0,0.0,29,2512,0,0,0,1,0,1,0,0,0
2,TwoFmCon,3,0,GLQ,Unf,Typical,Av,Good,20,SBrkr,0,Typical,Typical,No_Fireplace,0,868,CBlock,576,2,Unf,Typical,868,One_Story,Typical,Lvl,8425,70,0,0,Sawyer,0,Above_Average,Average,Paved,0,Gable,Normal,119900,0,0,Pave,0,6,768,AllPub,138,2058,0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,36,1797,0,1,0,1,0,1,0,0,0
4,OneFam,3,0,GLQ,Unf,Typical,No,Excellent,219,SBrkr,0,Typical,Good,Good,1,878,PConc,644,3,Fin,Typical,2004,Two_Story,Good,Lvl,12891,0,0,0,Gilbert,48,Average,Very_Good,Paved,0,Gable,Normal,257500,0,1126,Pave,0,8,870,AllPub,0,485,0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,7,3144,0,0,0,0,1,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Good,1495,SBrkr,192,Typical,Typical,Typical,1,1495,CBlock,438,2,Unf,Typical,1495,One_Story,Typical,Lvl,12890,75,0,128,Timberland,0,Average,Above_Average,Paved,0,Gable,Normal,150000,0,0,Pave,0,8,1495,AllPub,252,1580,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,19,4744,0,0,0,0,1,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,Av,Good,282,SBrkr,0,Typical,Typical,No_Fireplace,0,907,BrkTil,343,1,Unf,Typical,907,One_Story,Typical,Lvl,16269,0,0,76,College_Creek,0,Average,Average,Paved,0,Gable,Normal,140000,0,0,Pave,0,5,907,AllPub,72,854,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,31,2171,0,0,0,0,1,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,Av,Excellent,1209,SBrkr,0,Typical,Good,Good,1,1209,PConc,575,2,Fin,Typical,2253,Two_Story,Excellent,Lvl,12867,103,0,0,Northridge_Heights,142,Average,Very_Good,Paved,0,Gable,Partial,344133,0,1044,Pave,0,8,1209,AllPub,243,2393,0,2.5,1.0,0.0,1.0,1.0,0.0,1.0,1,5063,0,0,0,0,1,1,0,0,0
2,OneFam,7,0,Unf,Unf,Typical,No,Typical,502,SBrkr,68,Typical,Typical,Poor,1,502,BrkTil,200,1,Unf,Fair,1004,Two_Story,Good,Lvl,3960,66,0,0,Old_Town,0,Very_Good,Good,Dirt_Gravel,0,Gable,Normal,105000,0,502,Pave,0,5,502,AllPub,280,2643,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76,2295,0,0,0,1,0,1,0,0,0
4,OneFam,1,0,ALQ,Unf,Typical,No,Fair,785,SBrkr,0,Typical,Typical,No_Fireplace,0,1342,CBlock,256,1,Unf,Typical,1342,One_Story,Typical,Lvl,9280,58,0,0,Edwards,0,Above_Average,Average,Paved,0,Gable,Normal,125000,0,0,Pave,0,7,1342,AllPub,0,2086,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,56,3470,0,0,0,1,0,1,0,0,0
4,OneFam,7,0,Unf,Unf,Typical,No,Typical,784,SBrkr,0,Typical,Typical,Good,1,819,BrkTil,599,2,Unf,Typical,1603,Two_Story,Typical,HLS,9650,0,0,0,Crawford,217,Fair,Above_Average,Paved,0,Hip,Normal,138000,0,784,Pave,0,7,784,AllPub,0,1531,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,85,3395,0,0,0,0,1,1,0,0,0
